scenario_name,fault_category,fault_subtype,fault_phases,fault_branch_id,fault_pos_pu,fault_bus_id,fault_location_km,Zf_real_ohm,Zf_imag_ohm,target_fault_type,target_fault_category,target_location_km,min_Va_fault_pu_b650,max_Ia_fault_b650,max_I0_I1_fault_b650,max_I2_I1_fault_b650,mean_Vunb_fault_b650,recovery_Va_post_b650,min_Va_fault_pu_b632,max_Ia_fault_b632,max_I0_I1_fault_b632,max_I2_I1_fault_b632,mean_Vunb_fault_b632,recovery_Va_post_b632,min_Va_fault_pu_b671,max_Ia_fault_b671,max_I0_I1_fault_b671,max_I2_I1_fault_b671,mean_Vunb_fault_b671,recovery_Va_post_b671,min_Va_fault_pu_b684,max_Ia_fault_b684,max_I0_I1_fault_b684,max_I2_I1_fault_b684,mean_Vunb_fault_b684,recovery_Va_post_b684,min_Va_fault_pu_b675,max_Ia_fault_b675,max_I0_I1_fault_b675,max_I2_I1_fault_b675,mean_Vunb_fault_b675,recovery_Va_post_b675
SCN_00001,SHORT_BOLTED,SLG,A,1,0.2,693,0.03,0,0,SLG,SHORT_BOLTED,0.03,0.993751224632076,92377.1550937261,0.986605412240156,0.986596071266515,0.122349981937062,0.995476919436318,0.000184774011636316,3.16484439546929,0.505366855735226,0.505392904991078,49.9771787860122,0.965168283570971,0.000378238198350474,2.12350865981204,0.504188812975331,0.502494135971883,50.0073373313142,0.963462431047971,0.000352250501838954,0.316874950807273,0.502976764554582,0.502498621819366,49.9899094833067,0.961193673817174,6.60362396101131e-05,4.93236183909536e-09,2.02438791961578,1.00493206015962,49.9993247914929,0.962839259727886
SCN_00002,SHORT_BOLTED,SLG,B,1,0.2,693,0.03,0,0,SLG,SHORT_BOLTED,0.03,0.992807807420789,525.794369532047,0.986605974768979,0.986593633161934,0.149661905036423,0.995968163277282,0.997423787132214,522.038346438928,0.502518458895301,0.503838533962038,49.9763081072783,1.00196256585102,0.994740612738079,229.113990422055,0.502354781153358,0.502857058309504,49.9599274366994,0.998925552730818,0.998501914293601,42.9411009793571,0.503095209313786,0.502041272224086,50.0260350169643,1.0025591087945,0.998539646449162,7.07914391394816e-09,1.2424421462969,1.00298196460176,50.0104848032172,1.00161549626966
SCN_00003,SHORT_BOLTED,SLG,C,1,0.2,693,0.03,0,0,SLG,SHORT_BOLTED,0.03,0.995114239637911,522.452786546708,0.986575781093805,0.986622370405828,0.127992598670283,0.998805021009588,0.993241657092584,524.251948197596,0.502260429720708,0.50242808574682,49.9717568172967,0.997252675703178,0.997715094642417,228.588211954568,0.503607756008408,0.501774640966081,49.9746524663151,1.00179336479221,0.994849508287253,42.6937686130249,0.502899479735058,0.502683177028602,50.0039620155738,1.00050185769188,0.995560613897474,7.28430976736548e-09,2.38992325569692,1.00240625361457,50.0272900314801,1.00085122716686
SCN_00004,SHORT_BOLTED,LL,AB,1,0.2,693,0.03,0,0,LL,SHORT_BOLTED,0.03,0.992368944919554,80157.7142068047,0.00412172294406778,0.995113850266156,0.143552780617543,0.993675821773303,0.495811755075063,262.168776065811,0.00858685606656383,1.0039146205288,100.065936387331,0.971251752070246,0.498020646819948,114.994051010031,0.00709235312228862,1.00450677229476,99.9907449995571,0.976307818704465,0.497663628675394,21.4323352322875,0.0109996859762025,1.00483545497618,100.022605989372,0.973949417649725,0.495694648245646,6.17213004384273e-09,2.58383495252162,1.00302754549204,100.015309663078,0.971585696171897
SCN_00005,SHORT_BOLTED,LL,BC,1,0.2,693,0.03,0,0,LL,SHORT_BOLTED,0.03,0.997867452556399,523.148733091989,0.00507323099555746,0.994421789466483,0.135499990396752,1.00108235295352,0.997455443151034,525.252964173281,0.00866103216104432,1.00239610665492,99.9872978456224,1.00012814385611,0.995710996393019,229.198406798585,0.00849457303846221,1.00317302926254,100.009610645079,0.996973747324272,0.995769084968902,42.8204231340822,0.00948772713882361,1.00347784713937,99.9658847283937,0.999302917094514,0.995443466523776,6.12124023434399e-09,1.83704924359346,1.00359608419649,100.048710186476,0.998598495166274
SCN_00006,SHORT_BOLTED,LL,AC,1,0.2,693,0.03,0,0,LL,SHORT_BOLTED,0.03,0.998659038310297,79845.9664083765,0.0044865588915108,0.995462183032485,0.127767337151971,1.00275754295647,0.497127055494883,262.876483400342,0.00705921084258332,1.00300229452052,100.03479897461,0.970054541995353,0.49677418851972,115.418308097549,0.0107028520717747,1.00322826810271,99.9779857425257,0.971997175073333,0.495849649828929,21.4876637174608,0.00599948927777592,1.00304012154666,100.023345818802,0.97152792380865,0.497760957040414,4.95220100378428e-09,2.77327247660362,1.00289282592429,99.9867268975554,0.97213088010219
SCN_00007,SHORT_BOLTED,LLG,AB,1,0.2,693,0.03,0,0,LLG,SHORT_BOLTED,0.03,0.991274285330095,92378.9687873054,0.498421775100809,0.498567860988167,0.121116252621588,0.998329981463236,0.000104970903236487,3.69279020825346,1.00593046898743,1.00961258041855,100.089683068656,0.963822932924778,0.000111629415932277,0.892554229005176,1.0045904619634,1.0076923055884,99.8648679857902,0.963461272181226,0.000104754731235817,0.360487432253701,1.00468333408704,1.00804919241154,99.947525849859,0.962448486669771,0.000762141996012387,5.46197515861842e-09,1.92001958933658,1.00329104148197,100.147465073029,0.963177114863842
SCN_00008,SHORT_BOLTED,LLG,BC,1,0.2,693,0.03,0,0,LLG,SHORT_BOLTED,0.03,0.994051059867729,523.929538009082,0.499015131533138,0.499577007764224,0.13878962721552,0.998673754107042,0.99832645952713,522.935796119381,1.0030288243337,1.00895409063257,100.026164856567,1.0010159917844,0.995688996957118,228.997415490906,1.00618602023274,1.01085963725197,100.118319912855,0.997779907921111,0.998625545684132,42.6149046447205,1.00315876237396,1.00899223619084,100.149988624438,1.00164757224301,0.996080973797638,6.6039037283859e-09,1.29820226143015,1.00238180302956,100.081759420733,0.999578407623838
SCN_00009,SHORT_BOLTED,LLG,AC,1,0.2,693,0.03,0,0,LLG,SHORT_BOLTED,0.03,0.995021056279817,92375.4284029052,0.499902915775101,0.500152298781975,0.148389792733679,0.998417195315275,0.00011160371143021,1.91700818089157,1.00330785029042,1.00401546997462,99.8971125721716,0.962645373229624,1.47178145256553e-05,1.09705801007366,1.00631105790515,1.00738971821262,100.02908428218,0.959305177526184,0.000591219186513671,0.242989298407865,1.00533768333368,1.00746336154122,99.9662952028219,0.95980485876255,4.86534401050077e-05,8.24947692835014e-09,1.4523887460164,1.00182498717172,100.01413851865,0.963653485449831
SCN_00010,SHORT_BOLTED,LLL,ABC,1,0.2,693,0.03,0,0,LLL,SHORT_BOLTED,0.03,0.995841220994546,92378.7050066492,0.00242860637833631,0.00244202348250655,0.143423169587086,1.00114206537411,6.09901014192136e-05,2.08379738272722,24.0444142706079,23.9882269803043,584.145741894985,0.960143377893126,0.000164366034511982,1.20161123323231,119.109185911657,118.988578305923,338.396286088385,0.959550264962889,0.000154397351963587,0.378637143629519,12.3527755053406,12.3215395094762,769.861494335346,0.966745316019805,0.000213264600426866,5.86882316382717e-09,2.83398639602399,1.00406915353366,257.510287633884,0.960539822199989
SCN_00011,SHORT_BOLTED,LLLG,ABC,1,0.2,693,0.03,0,0,LLLG,SHORT_BOLTED,0.03,0.995680211269782,92376.7933083921,0.00241250262773398,0.00241998388237548,0.176406054753772,1.00152852527224,1.97796560735983e-05,3.95233923613961,59.2490831758973,59.2290270791597,233.888640391828,0.968710544085556,9.18147331883605e-06,1.04543885740324,14.2152363694117,14.2278030607041,171.782701677059,0.961423094436593,0.000357037666102385,0.222985868029439,8.03052365102302,8.01991348652578,355.589426566772,0.964039049849571,0.00031459429798316,9.29261786473878e-09,1.96317208211942,1.00675081644684,842.585124203446,0.96580465452361
SCN_00012,SHORT_ZF,SLG,A,1,0.2,693,0.03,0.5,0,SLG,SHORT_ZF,0.03,1.00169664521155,5132.37834946803,0.766774941599487,0.766525759915029,0.166258760177938,1.00548764002238,0.975943250910317,513.12250938743,0.019394527888931,0.020728267828071,1.76473340690253,0.998018810400318,0.975530553263085,224.069813102158,0.0213133098935147,0.0195979211213935,1.70863967720044,0.999244249480663,0.974788617835088,41.8140792799327,0.0194881086383004,0.0203770516046349,1.69418807327622,0.997213309269786,0.975091588326475,6.14000551348185e-09,2.79630810794868,1.00552392571477,1.73263561839932,0.997507727659811
SCN_00013,SHORT_ZF,SLG,B,1,0.2,693,0.03,0.5,0,SLG,SHORT_ZF,0.03,0.998858924427785,522.698844485818,0.766458708049214,0.766604466435237,0.107864605900446,1.00050873076631,0.99803651159079,526.260513754502,0.0189966931186642,0.0221969774672756,1.7284442921113,1.00247236455514,0.997622017131214,228.306909776324,0.0197107291329149,0.0197135345121123,1.73333152351142,1.00232683213455,0.99491884436363,42.6479803051303,0.0192166325210448,0.0200250803456098,1.7161830245796,0.998876971478782,0.996071990175685,4.97681649269404e-09,2.19021887348176,1.01009722826581,1.69979434257051,1.00055204150317
SCN_00014,SHORT_ZF,SLG,C,1,0.2,693,0.03,0.5,0,SLG,SHORT_ZF,0.03,0.997043802331252,523.266794702826,0.766443601999142,0.767028115142519,0.154872450224906,0.999616008543193,0.996376690227284,523.746519487429,0.0190954872084805,0.0198461894222799,1.68434916645798,0.998710829556204,0.995885618388927,229.051080907151,0.019445620597531,0.0197652399392611,1.72386552912323,0.999175279699257,0.994600334631407,42.7282855227895,0.0186480765386682,0.0189753235409474,1.72099661888105,0.999615388038147,0.996261059220357,7.16515846303308e-09,1.75284740759683,1.0042060937681,1.69475583804189,0.999611221153391
SCN_00015,SHORT_ZF,LL,AB,1,0.2,693,0.03,0.5,0,LL,SHORT_ZF,0.03,0.993400604154353,8204.18161363396,0.00330211344242281,0.908288756898992,0.146354935433675,0.996902471987073,1.00338602249028,526.381912495972,0.00341090401736416,0.0519204450504944,5.07535398641821,0.997395927780311,1.00378132614396,229.860856540199,0.00424544867154948,0.054312961655457,5.03508495772924,1.00067676794495,1.00145206597788,43.1001085361777,0.00410800204278781,0.0539969716253758,5.07067706522233,0.999710097269027,1.00146464541001,5.47889217738528e-09,0.93466382073561,1.00285093074295,5.1156134182048,0.999486940360696
SCN_00016,SHORT_ZF,LL,BC,1,0.2,693,0.03,0.5,0,LL,SHORT_ZF,0.03,0.995456501977895,523.735857500106,0.0044529017703134,0.909215415588893,0.166675116772017,0.998417951314463,0.999884839311631,523.077267408525,0.00474263271074261,0.0520328006045969,5.06926851072928,1.00387343624678,0.995039343105297,228.810312949356,0.00460168656103816,0.0546789913730369,5.09699425049888,1.00002505603757,0.993655971863407,42.7159325947215,0.00502433474164837,0.0532266291975452,5.07514768917938,0.996929125559839,0.998552971720977,6.63821522178815e-09,3.63322831483433,1.00896604878464,5.06570213209448,1.00163363479279
SCN_00017,SHORT_ZF,LL,AC,1,0.2,693,0.03,0.5,0,LL,SHORT_ZF,0.03,0.993445085914143,8415.51435332571,0.00324175809761631,0.907941417115638,0.153192771980656,0.997516124007405,0.921613104380638,486.16515549582,0.00378746007829,0.0547669168218031,5.09181510605474,0.996161429410157,0.922744366846101,213.048363818111,0.00382559546527487,0.0530110604933776,5.03747015248413,0.994807202642763,0.921058701946093,39.6074566521361,0.0041401809586574,0.0537016454924849,5.10364146440556,0.995049305313219,0.923461984737754,7.96103713726188e-09,2.67580228178372,1.00479734971756,5.07598227605703,0.99327111002359
