timestamp,metric,value,bus_id,scenario
2025-01-01 00:00:00+00:00,current,150.0,bus_1,overload_trip
2025-01-01 00:00:01+00:00,current,150.17457255182367,bus_1,overload_trip
2025-01-01 00:00:02+00:00,current,150.3490918976029,bus_1,overload_trip
2025-01-01 00:00:03+00:00,current,150.52350484750926,bus_1,overload_trip
2025-01-01 00:00:04+00:00,current,150.69775824414162,bus_1,overload_trip
2025-01-01 00:00:05+00:00,current,150.87179897872733,bus_1,overload_trip
2025-01-01 00:00:06+00:00,current,151.0455740073086,bus_1,overload_trip
2025-01-01 00:00:07+00:00,current,151.2190303669093,bus_1,overload_trip
2025-01-01 00:00:08+00:00,current,151.39211519167688,bus_1,overload_trip
2025-01-01 00:00:09+00:00,current,151.56477572899485,bus_1,overload_trip
2025-01-01 00:00:10+00:00,current,151.73695935556051,bus_1,overload_trip
2025-01-01 00:00:11+00:00,current,151.9086135934237,bus_1,overload_trip
2025-01-01 00:00:12+00:00,current,152.0796861259806,bus_1,overload_trip
2025-01-01 00:00:13+00:00,current,152.25012481391911,bus_1,overload_trip
2025-01-01 00:00:14+00:00,current,152.4198777111096,bus_1,overload_trip
2025-01-01 00:00:15+00:00,current,152.58889308043697,bus_1,overload_trip
2025-01-01 00:00:16+00:00,current,152.75711940956927,bus_1,overload_trip
2025-01-01 00:00:17+00:00,current,152.92450542665722,bus_1,overload_trip
2025-01-01 00:00:18+00:00,current,153.09100011596115,bus_1,overload_trip
2025-01-01 00:00:19+00:00,current,153.25655273339927,bus_1,overload_trip
2025-01-01 00:00:20+00:00,current,153.42111282201355,bus_1,overload_trip
2025-01-01 00:00:21+00:00,current,153.58463022734784,bus_1,overload_trip
2025-01-01 00:00:22+00:00,current,153.74705511273396,bus_1,overload_trip
2025-01-01 00:00:23+00:00,current,153.90833797448087,bus_1,overload_trip
2025-01-01 00:00:24+00:00,current,154.06842965696228,bus_1,overload_trip
2025-01-01 00:00:25+00:00,current,154.22728136759832,bus_1,overload_trip
2025-01-01 00:00:26+00:00,current,154.3848446917265,bus_1,overload_trip
2025-01-01 00:00:27+00:00,current,154.54107160735742,bus_1,overload_trip
2025-01-01 00:00:28+00:00,current,154.69591449981093,bus_1,overload_trip
2025-01-01 00:00:29+00:00,current,154.84932617622806,bus_1,overload_trip
2025-01-01 00:00:30+00:00,current,155.00125987995438,bus_1,overload_trip
2025-01-01 00:00:31+00:00,current,155.15166930479046,bus_1,overload_trip
2025-01-01 00:00:32+00:00,current,155.3005086091051,bus_1,overload_trip
2025-01-01 00:00:33+00:00,current,155.44773242980673,bus_1,overload_trip
2025-01-01 00:00:34+00:00,current,155.59329589616934,bus_1,overload_trip
2025-01-01 00:00:35+00:00,current,155.73715464350795,bus_1,overload_trip
2025-01-01 00:00:36+00:00,current,155.8792648267001,bus_1,overload_trip
