timestamp,bus_id,voltage_kv,current_a,frequency_hz,temperature_c,scenario,27_undervoltage,59_overvoltage,50_overcurrent
2025-01-01 00:00:00,bus_1,13.749658504759996,102.49931251620487,60.02052614914155,44.6916127208652,overload_trip,0,0,0
2025-01-01 00:00:01,bus_1,13.6457344148963,85.79150843251607,60.00789419359228,45.53433842564244,overload_trip,0,0,0
2025-01-01 00:00:02,bus_1,13.745221906735951,99.66747089227573,60.01700862289363,45.30419184625841,overload_trip,0,0,0
2025-01-01 00:00:03,bus_1,13.815358368065944,104.66388327812555,59.98763958159417,45.95230389932207,overload_trip,0,0,0
2025-01-01 00:00:04,bus_1,13.822078054045475,103.98687595973506,59.97600624852842,45.68198233666379,overload_trip,0,0,0
2025-01-01 00:00:05,bus_1,13.734540088758942,94.16451653189094,59.99637778012689,45.12379423614364,overload_trip,0,0,0
2025-01-01 00:00:06,bus_1,13.901651094940942,105.40862032562534,59.99364627403998,45.07902030963974,overload_trip,0,0,0
2025-01-01 00:00:07,bus_1,13.93537561263681,100.72414433594997,60.009118763115445,44.59367696804872,overload_trip,0,0,0
2025-01-01 00:00:08,bus_1,13.66181696378213,96.9049163794833,59.97073595286054,43.65848945002184,overload_trip,0,0,0
2025-01-01 00:00:09,bus_1,13.950625904476135,98.69920460120093,59.9930388761309,44.65928490910198,overload_trip,0,0,0
2025-01-01 00:00:10,bus_1,13.975946047992698,106.68841584002966,59.992713138920365,42.93155817629744,overload_trip,0,0,0
2025-01-01 00:00:11,bus_1,13.611798877311983,97.44575393690018,60.00227357769207,43.37405408175189,overload_trip,0,0,0
2025-01-01 00:00:12,bus_1,13.617224514824471,95.08591006797857,60.02691261939932,45.87044388499585,overload_trip,0,0,0
2025-01-01 00:00:13,bus_1,13.832801565638825,96.32425504125987,60.0480104375525,43.63912598226893,overload_trip,0,0,0
2025-01-01 00:00:14,bus_1,13.565949314309561,104.60407867549647,59.99980746131664,45.63982338092016,overload_trip,0,0,0
2025-01-01 00:00:15,bus_1,13.829216420646482,92.79264394343708,59.9931999650196,44.72805812885007,overload_trip,0,0,0
2025-01-01 00:00:16,bus_1,13.679414998766376,106.53819601413896,59.99934550529046,45.05570029393948,overload_trip,0,0,0
2025-01-01 00:00:17,bus_1,13.757593572642218,104.90018346026372,59.997971933593476,44.40323333157761,overload_trip,0,0,0
2025-01-01 00:00:18,bus_1,13.888431241645943,100.55230167143367,59.9807006550515,45.06945988309642,overload_trip,0,0,0
2025-01-01 00:00:19,bus_1,13.851958071555917,102.35328402020887,60.035906501383444,45.94192784966958,overload_trip,0,0,0
2025-01-01 00:00:20,bus_1,13.919464707223616,102.62685496621035,59.98837637052858,42.986547769838765,overload_trip,0,0,0
2025-01-01 00:00:21,bus_1,13.833589523985387,102.23788402653575,59.96025941177616,44.31331600346223,overload_trip,0,0,0
2025-01-01 00:00:22,bus_1,13.73614682634194,100.85257748297722,59.99060178711694,45.42847123209718,overload_trip,0,0,0
2025-01-01 00:00:23,bus_1,14.010604880690918,92.52360405796244,60.014681851458946,44.10813712388526,overload_trip,0,0,0
2025-01-01 00:00:24,bus_1,13.909953764122438,101.7570474372998,60.00609500082571,45.449592299939845,overload_trip,0,0,0
2025-01-01 00:00:25,bus_1,13.737402644174319,104.94954861984996,59.99720233634332,44.898752428952655,overload_trip,0,0,0
2025-01-01 00:00:26,bus_1,13.63586968954081,95.67671833555387,60.00094961921828,43.73945425957411,overload_trip,0,0,0
2025-01-01 00:00:27,bus_1,13.793705274941008,104.08812444635507,60.01949259426945,44.28439940332318,overload_trip,0,0,0
2025-01-01 00:00:28,bus_1,13.755336281629914,97.82432493313145,59.990799335949035,46.59669898971771,overload_trip,0,0,0
2025-01-01 00:00:29,bus_1,13.814112632035949,108.8352101836089,60.01866022293129,44.45403388897918,overload_trip,0,0,0
2025-01-01 00:00:30,bus_1,13.843768873842713,98.19451827318579,59.997094689508515,45.668954203599625,overload_trip,0,0,0
2025-01-01 00:00:31,bus_1,13.777480533247024,101.42183716623438,59.98751933322558,45.23649209171289,overload_trip,0,0,0
2025-01-01 00:00:32,bus_1,13.66276266057679,99.26404012763265,59.98040248357068,45.93839074407018,overload_trip,0,0,0
2025-01-01 00:00:33,bus_1,13.761955586422479,97.44334916736771,60.027278905392755,43.84286304316634,overload_trip,0,0,0
2025-01-01 00:00:34,bus_1,13.850310672679585,96.87453419145268,59.97005169123828,47.16874468797529,overload_trip,0,0,0
2025-01-01 00:00:35,bus_1,13.84398638720461,93.09434997621526,60.03935455545444,44.82597116312308,overload_trip,0,0,0
2025-01-01 00:00:36,bus_1,13.7871864001092,97.58129181378266,60.01089977716665,45.56014839396186,overload_trip,0,0,0
2025-01-01 00:00:37,bus_1,13.687522947381616,98.35805131911151,59.995857719345985,44.167923994517935,overload_trip,0,0,0
2025-01-01 00:00:38,bus_1,13.77006973868835,98.47954043727012,60.03371128889938,44.975875787279975,overload_trip,0,0,0
2025-01-01 00:00:39,bus_1,13.724081095691876,106.88375612925041,60.01196174085402,44.437680871088176,overload_trip,0,0,0
2025-01-01 00:00:40,bus_1,13.785576346983424,103.24485677578426,59.99351500804779,44.51334454377489,overload_trip,0,0,0
2025-01-01 00:00:41,bus_1,13.790406887167288,104.92034739403454,60.017062759955884,44.59117250716838,overload_trip,0,0,0
2025-01-01 00:00:42,bus_1,13.673457930336193,113.06779341481287,60.01521187805458,46.163321954058084,overload_trip,0,0,0
2025-01-01 00:00:43,bus_1,13.738006698795171,100.28752487753798,59.964980201507565,44.49176695013624,overload_trip,0,0,0
2025-01-01 00:00:44,bus_1,13.774207410772863,98.47752426107556,59.98057420807104,45.90097373755473,overload_trip,0,0,0
2025-01-01 00:00:45,bus_1,13.73295184304352,94.53989071626488,60.00399371824404,44.88345044742247,overload_trip,0,0,0
2025-01-01 00:00:46,bus_1,13.771539375348715,103.56328121420904,60.027134424380876,43.36050433499026,overload_trip,0,0,0
2025-01-01 00:00:47,bus_1,13.494727989322682,98.40368909492211,60.006724159320335,43.254206570031215,overload_trip,0,0,0
2025-01-01 00:00:48,bus_1,13.673017081239621,96.85553532064256,60.02691681243595,45.025782095284946,overload_trip,0,0,0
2025-01-01 00:00:49,bus_1,13.911328483080073,89.19211709634529,59.999076308824485,44.56746302775325,overload_trip,0,0,0
2025-01-01 00:00:50,bus_1,13.700611604574744,103.7170946519373,60.00708835460654,44.39478392248831,overload_trip,0,0,0
2025-01-01 00:00:51,bus_1,13.790233404693314,95.51429867222853,59.99110973318133,46.07470743001703,overload_trip,0,0,0
2025-01-01 00:00:52,bus_1,13.743017885560544,103.10226174926484,59.991796767524455,43.58509695853515,overload_trip,0,0,0
2025-01-01 00:00:53,bus_1,13.815832601381766,107.02831429749205,59.99348759608445,44.40026348931318,overload_trip,0,0,0
2025-01-01 00:00:54,bus_1,13.778208597637281,100.10460826395351,60.052605171191146,44.278348009045956,overload_trip,0,0,0
2025-01-01 00:00:55,bus_1,13.755072997990275,97.1351656404772,60.015943030688526,45.68701638650474,overload_trip,0,0,0
2025-01-01 00:00:56,bus_1,13.90848744787131,101.81496519856853,60.00763246746183,45.28993622270506,overload_trip,0,0,0
2025-01-01 00:00:57,bus_1,13.629733217204459,99.04574347791618,60.00978972635307,45.28053236818755,overload_trip,0,0,0
2025-01-01 00:00:58,bus_1,13.7959141030425,97.44252706580266,60.00531495564928,45.60097849696669,overload_trip,0,0,0
2025-01-01 00:00:59,bus_1,13.683025452692222,98.89518733516931,59.982608098342425,43.46963110444857,overload_trip,0,0,0
2025-01-01 00:01:00,bus_1,14.057048856498042,102.8117024535604,60.00713709420865,45.09895969449164,overload_trip,0,0,0
2025-01-01 00:01:01,bus_1,13.918358725490505,95.00199829629481,60.01346551332019,46.49889355198695,overload_trip,0,0,0
2025-01-01 00:01:02,bus_1,13.782647096786766,95.5242142360895,59.97153507372336,44.738152678158855,overload_trip,0,0,0
2025-01-01 00:01:03,bus_1,13.692995594107641,93.0848833930009,60.00197970873329,44.0848725484744,overload_trip,0,0,0
2025-01-01 00:01:04,bus_1,13.783700952380547,106.451969760963,60.00615391925502,45.392592685587985,overload_trip,0,0,0
2025-01-01 00:01:05,bus_1,13.865958225829262,104.47461241179349,59.9879994748259,44.344847278430386,overload_trip,0,0,0
2025-01-01 00:01:06,bus_1,13.827197080365071,99.48566218963715,59.94657820749351,43.36403339648346,overload_trip,0,0,0
2025-01-01 00:01:07,bus_1,14.004731930782729,104.7309952365121,59.99295955334217,45.244192786644284,overload_trip,0,0,0
2025-01-01 00:01:08,bus_1,13.7880217090519,95.34169803389571,59.988662908116,43.351122478833155,overload_trip,0,0,0
2025-01-01 00:01:09,bus_1,13.824693971731525,108.23076155511775,59.96048539183159,45.2574379086116,overload_trip,0,0,0
2025-01-01 00:01:10,bus_1,13.729992205564926,104.65922064254123,60.02604707019422,44.36523487714374,overload_trip,0,0,0
2025-01-01 00:01:11,bus_1,13.983828090710347,102.29035972759141,59.977591076481424,44.336224381839834,overload_trip,0,0,0
2025-01-01 00:01:12,bus_1,13.820494144177527,99.2273666682985,60.017170026438514,44.662568308371576,overload_trip,0,0,0
2025-01-01 00:01:13,bus_1,13.834402465568525,100.66567067557423,60.005340287408536,44.829307508504556,overload_trip,0,0,0
2025-01-01 00:01:14,bus_1,13.992977008396464,104.80364091853755,60.016409012321105,43.71724411638601,overload_trip,0,0,0
2025-01-01 00:01:15,bus_1,13.840359521512559,100.13962536352201,60.01509213711771,46.57044278202024,overload_trip,0,0,0
2025-01-01 00:01:16,bus_1,13.834028870465062,99.85400480398893,60.02199269138959,44.012595396258284,overload_trip,0,0,0
2025-01-01 00:01:17,bus_1,13.708867020960096,94.82917654864484,59.98288881925465,45.05095355450272,overload_trip,0,0,0
2025-01-01 00:01:18,bus_1,13.690657309460295,102.75827550604954,60.00138168676179,44.32013421200872,overload_trip,0,0,0
2025-01-01 00:01:19,bus_1,13.607844110258373,96.35132788931666,59.99975818700952,45.788789798135625,overload_trip,0,0,0
2025-01-01 00:01:20,bus_1,13.91952334617281,98.98568019423554,59.98363257891687,45.26421911031382,overload_trip,0,0,0
2025-01-01 00:01:21,bus_1,13.807380042609442,106.52201786605539,60.00144496712715,43.766272666150705,overload_trip,0,0,0
2025-01-01 00:01:22,bus_1,13.828389503019416,103.7010155082107,60.02199735183523,46.17410889184511,overload_trip,0,0,0
2025-01-01 00:01:23,bus_1,13.804238052881644,97.91965225357922,59.9975351069004,45.53897874545325,overload_trip,0,0,0
2025-01-01 00:01:24,bus_1,13.896162084510008,92.98567426531152,59.97346587820438,44.362106173229996,overload_trip,0,0,0
2025-01-01 00:01:25,bus_1,13.702368845536922,102.94522891491594,59.97388409518282,45.66642305342315,overload_trip,0,0,0
2025-01-01 00:01:26,bus_1,13.787111940741317,93.51025214941879,59.98878682859911,45.23843954750313,overload_trip,0,0,0
2025-01-01 00:01:27,bus_1,13.61633795250588,97.61203249499955,60.02857916492855,45.27572287558944,overload_trip,0,0,0
2025-01-01 00:01:28,bus_1,13.953092423880367,97.78119405712798,59.97585317834445,45.79578315092677,overload_trip,0,0,0
2025-01-01 00:01:29,bus_1,13.795650608654551,99.2911942586042,60.008661307711286,44.76830396796836,overload_trip,0,0,0
2025-01-01 00:01:30,bus_1,13.748507975882223,89.01137181519451,59.99937978802831,44.219107165299945,overload_trip,0,0,0
2025-01-01 00:01:31,bus_1,13.812500152788024,100.45065014069911,59.97322894310011,44.461969575711194,overload_trip,0,0,0
