timestamp,bus_id,voltage_kv,current_a,frequency_hz,temperature_c,scenario,27_undervoltage,59_overvoltage,50_overcurrent
2025-01-01 00:00:00,bus_1,13.84388085855695,99.77286102274549,59.997605280938416,44.71191456505402,normal,0,0,0
2025-01-01 00:00:01,bus_1,13.829798615363906,100.30308634353564,59.983924459983434,43.90414520979047,normal,0,0,0
2025-01-01 00:00:02,bus_1,13.90191890286761,106.96286949945716,60.00689854482688,46.86546059030259,normal,0,0,0
2025-01-01 00:00:03,bus_1,13.627010593667563,96.68624815145908,59.983683591618195,43.69342341665843,normal,0,0,0
2025-01-01 00:00:04,bus_1,13.870050237999315,100.61743857691022,59.97461947141543,44.38340143865192,normal,0,0,0
2025-01-01 00:00:05,bus_1,13.643717690573727,107.97125858668785,59.99545147408183,44.354834912679706,normal,0,0,0
2025-01-01 00:00:06,bus_1,13.916374871616277,106.50383523458508,60.025881270231864,46.021928419755305,normal,0,0,0
2025-01-01 00:00:07,bus_1,13.851829345442006,99.90492635023546,59.95926216456192,46.781903282208006,normal,0,0,0
2025-01-01 00:00:08,bus_1,13.792076569329838,102.3174667405174,59.97754068664733,47.59315490232126,normal,0,0,0
2025-01-01 00:00:09,bus_1,13.72882867067615,98.6799460323549,59.998770179135825,44.26203494663622,normal,0,0,0
2025-01-01 00:00:10,bus_1,13.687189868506174,102.87289791376207,60.01889547091889,45.769234206525496,normal,0,0,0
2025-01-01 00:00:11,bus_1,13.705966460124372,102.2733333562655,59.995367116591915,44.1952701180658,normal,0,0,0
2025-01-01 00:00:12,bus_1,13.790463162371086,101.63626624840524,59.980988432374396,45.04026657430448,normal,0,0,0
2025-01-01 00:00:13,bus_1,13.92431958932601,103.90048847208995,60.01513940986608,44.24087474558046,normal,0,0,0
2025-01-01 00:00:14,bus_1,13.807612410413602,109.9016272274015,59.9745214239561,44.99391782049956,normal,0,0,0
2025-01-01 00:00:15,bus_1,13.758569458898116,92.32643683260832,59.99195186138839,46.59864303900333,normal,0,0,0
2025-01-01 00:00:16,bus_1,13.838706690574513,101.94329113868334,60.0126262288511,43.41677639640377,normal,0,0,0
2025-01-01 00:00:17,bus_1,13.665618438691617,101.78017751160242,60.01847362860493,43.88113662109454,normal,0,0,0
2025-01-01 00:00:18,bus_1,13.82751075227696,92.78312070139509,59.99490637808343,44.485784110286694,normal,0,0,0
2025-01-01 00:00:19,bus_1,13.722963323204288,94.23847245340248,60.032484451187365,46.15367929084038,normal,0,0,0
2025-01-01 00:00:20,bus_1,13.732592947469573,95.68675003991395,59.997910995097094,44.10029281977443,normal,0,0,0
2025-01-01 00:00:21,bus_1,13.768918139249934,105.77785789793944,59.99417964888546,45.37727801707214,normal,0,0,0
2025-01-01 00:00:22,bus_1,13.683328491102463,105.931271015649,59.99265848362676,46.64614802274778,normal,0,0,0
2025-01-01 00:00:23,bus_1,13.871368438196363,91.1429541371412,60.00740942999576,45.10547097698531,normal,0,0,0
2025-01-01 00:00:24,bus_1,13.860479099939155,100.28815081702038,59.994203587158076,43.83685556487863,normal,0,0,0
2025-01-01 00:00:25,bus_1,13.951183491654477,103.12858635711602,59.986308182771594,45.19137537027315,normal,0,0,0
2025-01-01 00:00:26,bus_1,13.789706871266706,103.23596189419085,59.994867743478096,45.27901079591232,normal,0,0,0
2025-01-01 00:00:27,bus_1,13.828963252319236,103.93902965886531,60.00078107309296,46.61278350339156,normal,0,0,0
2025-01-01 00:00:28,bus_1,14.005738700720997,98.4618076637921,60.01718089482643,45.18185769873584,normal,0,0,0
2025-01-01 00:00:29,bus_1,13.851594754977953,94.62092925984226,60.010048105968146,42.20702395627003,normal,0,0,0
2025-01-01 00:00:30,bus_1,13.891391279984623,108.84936102615687,59.98830770955391,46.32624148904925,normal,0,0,0
2025-01-01 00:00:31,bus_1,13.635828186603293,94.28992417322317,59.97469504511824,46.4793441315373,normal,0,0,0
2025-01-01 00:00:32,bus_1,13.854422752856667,99.66588296145993,59.979888254048326,44.22115651709053,normal,0,0,0
2025-01-01 00:00:33,bus_1,13.887779499757514,99.1171009683161,59.999081590731706,42.534876810177906,normal,0,0,0
2025-01-01 00:00:34,bus_1,13.835589527315157,100.57333374745417,60.0091034294252,45.77139191457258,normal,0,0,0
2025-01-01 00:00:35,bus_1,13.977035243404385,97.36732828442399,59.989398973652584,45.744136841338005,normal,0,0,0
2025-01-01 00:00:36,bus_1,13.876546810206134,105.69971153197312,60.00105447977698,43.18636026871551,normal,0,0,0
2025-01-01 00:00:37,bus_1,13.737304277939105,104.3352566660662,59.973351188202095,45.31909208300595,normal,0,0,0
2025-01-01 00:00:38,bus_1,13.79084605805984,97.44403249078839,60.0118449752817,42.59129202873899,normal,0,0,0
2025-01-01 00:00:39,bus_1,13.887900697133045,103.53258191108549,60.000861108095464,44.54799453132239,normal,0,0,0
2025-01-01 00:00:40,bus_1,13.88308894146084,95.42252298969026,59.983837658258466,44.48428077912989,normal,0,0,0
2025-01-01 00:00:41,bus_1,13.671158941292632,100.43014574869103,59.995948274773305,44.42846088139336,normal,0,0,0
2025-01-01 00:00:42,bus_1,13.714651279368782,91.4800831488976,59.97236232704901,46.26319654121082,normal,0,0,0
2025-01-01 00:00:43,bus_1,13.71586676043968,102.56631936794831,60.02165289285658,47.18372662731451,normal,0,0,0
2025-01-01 00:00:44,bus_1,13.751047477320252,102.29103643023173,60.017263434888555,45.427290429283815,normal,0,0,0
2025-01-01 00:00:45,bus_1,13.876585845011359,98.56474843854181,59.990148180342004,46.336202950129156,normal,0,0,0
2025-01-01 00:00:46,bus_1,13.711946909870685,108.2718567989451,59.990939646439315,46.31805007749276,normal,0,0,0
2025-01-01 00:00:47,bus_1,13.716961076041061,107.61771797159517,59.98176103368609,46.35292141593805,normal,0,0,0
2025-01-01 00:00:48,bus_1,13.787620650041882,113.25497171012135,60.02918379047654,44.901347587928896,normal,0,0,0
2025-01-01 00:00:49,bus_1,13.938517281020058,91.49294433609283,60.0123371449955,46.19393496660734,normal,0,0,0
2025-01-01 00:00:50,bus_1,13.807881614040568,97.13759131811676,60.01908348633968,47.45923874979525,normal,0,0,0
2025-01-01 00:00:51,bus_1,13.71427062914703,97.01052606797158,59.997056193145,45.986311753628605,normal,0,0,0
2025-01-01 00:00:52,bus_1,13.780989195073657,98.09212902478663,59.98960351958221,43.05795187316673,normal,0,0,0
2025-01-01 00:00:53,bus_1,13.965537053936215,106.83783981229782,60.013764934550906,45.62932648098844,normal,0,0,0
2025-01-01 00:00:54,bus_1,13.811633445426013,102.85050583808014,60.021628860272564,47.324190799884505,normal,0,0,0
2025-01-01 00:00:55,bus_1,13.679707862048737,92.85344899821587,60.036311754919645,46.137886452413795,normal,0,0,0
2025-01-01 00:00:56,bus_1,13.814459166028431,100.34927751350477,60.03180548981233,44.29350821528093,normal,0,0,0
2025-01-01 00:00:57,bus_1,13.857055187995435,96.27297285144155,60.020313393042855,44.64841726643905,normal,0,0,0
2025-01-01 00:00:58,bus_1,13.788624358456635,95.96296687913859,60.004495768782505,44.61522430409745,normal,0,0,0
2025-01-01 00:00:59,bus_1,13.641765316278763,105.94086087175866,59.99511977733755,45.022190783685495,normal,0,0,0
2025-01-01 00:01:00,bus_1,13.723436011920493,101.03785681373267,60.01147440177351,45.78522051196251,normal,0,0,0
2025-01-01 00:01:01,bus_1,13.7108838696236,107.57439710952224,60.005686068621415,43.9004134734203,normal,0,0,0
